company_id,type,rule_id,text,confidence_pct
ADANIPOWER,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ADANIPOWER,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.2
ADANIPOWER,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.4
ADANIPOWER,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ADANIPOWER,con,con_fallback,Debt-to-equity ratio of 0.80 is a factor worth monitoring given the company's capital structure,61.0
AMBUJACEM,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
AMBUJACEM,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
AMBUJACEM,con,con_fallback,Debt-to-equity ratio of 0.02 is a factor worth monitoring given the company's capital structure,61.0
APOLLOHOSP,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
APOLLOHOSP,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,84.2
APOLLOHOSP,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,78.3
APOLLOHOSP,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89.9
APOLLOHOSP,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
APOLLOHOSP,con,con_fallback,Debt-to-equity ratio of 0.77 is a factor worth monitoring given the company's capital structure,61.0
ASIANPAINT,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72.8
ASIANPAINT,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ASIANPAINT,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ASIANPAINT,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,66.3
ASIANPAINT,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
ASIANPAINT,con,con_fallback,Debt-to-equity ratio of 0.13 is a factor worth monitoring given the company's capital structure,61.0
ATGL,pro,pro_fallback,Return on equity of 20.5% reflects the company's current capital efficiency level,61.0
ATGL,con,con_fallback,Return on capital employed of 21.2% is a metric worth tracking over time,61.0
AXISBANK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.6
AXISBANK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,89.5
AXISBANK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
AXISBANK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
AXISBANK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.4
AXISBANK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
BAJAJ-AUTO,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.9
BAJAJ-AUTO,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
BAJAJ-AUTO,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BAJAJ-AUTO,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,83.8
BAJAJ-AUTO,con,con_fallback,Debt-to-equity ratio of 0.07 is a factor worth monitoring given the company's capital structure,61.0
BAJAJFINSV,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.4
BAJAJFINSV,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.9
BAJAJFINSV,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
BAJAJFINSV,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.6
BAJAJFINSV,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.2
BAJAJFINSV,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BAJAJFINSV,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
BAJAJFINSV,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
BAJAJFINSV,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
BAJAJHLDNG,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90.0
BAJAJHLDNG,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
BAJAJHLDNG,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BAJAJHLDNG,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,80.6
BAJAJHLDNG,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.9
BAJAJHLDNG,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BAJAJHLDNG,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BAJAJHLDNG,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.6
BAJFINANCE,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.7
BAJFINANCE,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.1
BAJFINANCE,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.0
BAJFINANCE,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BAJFINANCE,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.1
BAJFINANCE,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BAJFINANCE,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
BAJFINANCE,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
BAJFINANCE,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.5
BAJFINANCE,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
BANKBARODA,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.0
BANKBARODA,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75.0
BANKBARODA,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
BANKBARODA,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
BANKBARODA,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BANKBARODA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BANKBARODA,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
BANKBARODA,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.9
BANKBARODA,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
BEL,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
BEL,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BEL,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BEL,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BEL,con,con_fallback,Debt-to-equity ratio of 0.51 is a factor worth monitoring given the company's capital structure,61.0
BHARTIARTL,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
BHARTIARTL,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.5
BHARTIARTL,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
BHARTIARTL,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BHARTIARTL,con,con_1,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,69.1
BHEL,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
BHEL,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85.8
BHEL,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
BHEL,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.0
BHEL,pro,pro_fallback,Return on equity of 1.2% reflects the company's current capital efficiency level,61.0
BOSCHLTD,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
BOSCHLTD,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BOSCHLTD,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
BOSCHLTD,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BOSCHLTD,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BOSCHLTD,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BOSCHLTD,con,con_fallback,Debt-to-equity ratio of 0.00 is a factor worth monitoring given the company's capital structure,61.0
BPCL,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.7
BPCL,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,64.1
BPCL,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.1
BPCL,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BPCL,con,con_fallback,Debt-to-equity ratio of 0.72 is a factor worth monitoring given the company's capital structure,61.0
BRITANNIA,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
BRITANNIA,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BRITANNIA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
BRITANNIA,con,con_fallback,Debt-to-equity ratio of 0.52 is a factor worth monitoring given the company's capital structure,61.0
CANBK,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.4
CANBK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80.1
CANBK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
CANBK,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,87.2
CANBK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
CANBK,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CANBK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
CANBK,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
CANBK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.7
CANBK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
CHOLAFIN,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.9
CHOLAFIN,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.7
CHOLAFIN,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.0
CHOLAFIN,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
CHOLAFIN,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.6
CHOLAFIN,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
CHOLAFIN,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
CHOLAFIN,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
CHOLAFIN,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
CHOLAFIN,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.9
CHOLAFIN,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
CIPLA,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
CIPLA,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
CIPLA,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.1
CIPLA,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
CIPLA,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.7
CIPLA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
CIPLA,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
CIPLA,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
COALINDIA,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
COALINDIA,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
COALINDIA,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
COALINDIA,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,63.7
COALINDIA,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
COALINDIA,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63.7
COALINDIA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
COALINDIA,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
DABUR,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DABUR,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DABUR,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,81.3
DABUR,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
DIVISLAB,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.8
DIVISLAB,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DIVISLAB,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
DIVISLAB,con,con_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90.0
DLF,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DLF,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.7
DLF,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,68.7
DLF,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DLF,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
DLF,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
DLF,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,76.6
DLF,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.0
DMART,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.0
DMART,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.5
DMART,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DMART,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.5
DMART,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
DMART,con,con_fallback,Debt-to-equity ratio of 0.03 is a factor worth monitoring given the company's capital structure,61.0
DRREDDY,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DRREDDY,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.0
DRREDDY,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.1
DRREDDY,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DRREDDY,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77.7
DRREDDY,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DRREDDY,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
DRREDDY,con,con_fallback,Debt-to-equity ratio of 0.07 is a factor worth monitoring given the company's capital structure,61.0
EICHERMOT,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
EICHERMOT,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.4
EICHERMOT,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
EICHERMOT,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
EICHERMOT,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
EICHERMOT,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
EICHERMOT,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
EICHERMOT,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
GAIL,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
GAIL,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
GAIL,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
GODREJCP,con,con_4,Company reported a net loss in the most recent financial year,90.0
GODREJCP,pro,pro_fallback,Return on equity of -4.5% reflects the company's current capital efficiency level,61.0
GRASIM,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.0
GRASIM,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.5
GRASIM,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
GRASIM,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
GRASIM,con,con_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90.0
GRASIM,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.5
GRASIM,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72.6
HAL,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
HAL,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.5
HAL,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.7
HAL,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HAL,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,71.6
HAL,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.3
HAL,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
HAL,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
HAVELLS,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HAVELLS,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,69.0
HAVELLS,con,con_fallback,Debt-to-equity ratio of 0.04 is a factor worth monitoring given the company's capital structure,61.0
HCLTECH,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,63.8
HCLTECH,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HCLTECH,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HCLTECH,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HCLTECH,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
HDFCBANK,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.9
HDFCBANK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
HDFCBANK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.8
HDFCBANK,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
HDFCBANK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.8
HDFCBANK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
HDFCBANK,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,62.0
HDFCBANK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.6
HDFCBANK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
HDFCLIFE,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.3
HDFCLIFE,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
HDFCLIFE,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HDFCLIFE,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HDFCLIFE,con,con_fallback,Debt-to-equity ratio of 0.06 is a factor worth monitoring given the company's capital structure,61.0
HEROMOTOCO,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HEROMOTOCO,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
HEROMOTOCO,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HEROMOTOCO,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HEROMOTOCO,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
HEROMOTOCO,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
HEROMOTOCO,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,77.1
HINDALCO,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
HINDALCO,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HINDALCO,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
HINDALCO,con,con_fallback,Debt-to-equity ratio of 0.53 is a factor worth monitoring given the company's capital structure,61.0
HINDUNILVR,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HINDUNILVR,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
HINDUNILVR,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HINDUNILVR,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
HINDUNILVR,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
HINDUNILVR,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
ICICIBANK,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.5
ICICIBANK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
ICICIBANK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
ICICIBANK,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,81.4
ICICIBANK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
ICICIBANK,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ICICIBANK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
ICICIBANK,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
ICICIBANK,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,64.0
ICICIBANK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.6
ICICIBANK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
ICICIGI,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ICICIGI,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
ICICIGI,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ICICIGI,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,81.9
ICICIGI,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ICICIGI,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
ICICIPRULI,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.7
ICICIPRULI,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
ICICIPRULI,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ICICIPRULI,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ICICIPRULI,con,con_fallback,Debt-to-equity ratio of 0.11 is a factor worth monitoring given the company's capital structure,61.0
INDIGO,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INDIGO,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.6
INDIGO,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
INDIGO,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
INDIGO,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
INDIGO,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
INDIGO,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
INDIGO,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INDIGO,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
